nbOpes,type,time
10000,local,167667
10000,remote,347425
10000,remoteConcurrentToRename,268231
10000,local,128834
10000,remote,312028
10000,remoteConcurrentToRename,235331
10000,local,127279
10000,remote,346717
10000,remoteConcurrentToRename,250571
10000,local,126244
10000,remote,322591
10000,remoteConcurrentToRename,235435
10000,local,122399
10000,remote,252130
10000,remoteConcurrentToRename,232962
10000,local,128969
10000,remote,259192
10000,remoteConcurrentToRename,226626
10000,local,133115
10000,remote,333308
10000,remoteConcurrentToRename,245820
10000,local,147677
10000,remote,350029
10000,remoteConcurrentToRename,231481
10000,local,147323
10000,remote,334547
10000,remoteConcurrentToRename,206129
10000,local,140777
10000,remote,341967
10000,remoteConcurrentToRename,245132
10000,local,146875
10000,remote,323182
10000,remoteConcurrentToRename,250210
10000,local,138932
10000,remote,258095
10000,remoteConcurrentToRename,229658
10000,local,121917
10000,remote,288139
10000,remoteConcurrentToRename,231411
10000,local,143473
10000,remote,321400
10000,remoteConcurrentToRename,209067
10000,local,143033
10000,remote,340513
10000,remoteConcurrentToRename,235312
10000,local,253844
10000,remote,482650
10000,remoteConcurrentToRename,530816
10000,local,138088
10000,remote,295270
10000,remoteConcurrentToRename,236526
10000,local,139429
10000,remote,285350
10000,remoteConcurrentToRename,204008
10000,local,127696
10000,remote,262421
10000,remoteConcurrentToRename,238417
10000,local,133994
10000,remote,323689
10000,remoteConcurrentToRename,243922
10000,local,142691
10000,remote,398879
10000,remoteConcurrentToRename,269828
10000,local,139743
10000,remote,297994
10000,remoteConcurrentToRename,217038
10000,local,146382
10000,remote,302216
10000,remoteConcurrentToRename,241462
10000,local,141427
10000,remote,244577
10000,remoteConcurrentToRename,213021
10000,local,143654
10000,remote,312801
10000,remoteConcurrentToRename,234912
10000,local,142851
10000,remote,198009
10000,remoteConcurrentToRename,228672
10000,local,132699
10000,remote,350302
10000,remoteConcurrentToRename,266820
10000,local,140246
10000,remote,299269
10000,remoteConcurrentToRename,238079
10000,local,132423
10000,remote,282349
10000,remoteConcurrentToRename,224313
10000,local,137612
10000,remote,301377
10000,remoteConcurrentToRename,217489
10000,local,161080
10000,remote,348035
10000,remoteConcurrentToRename,203511
10000,local,130778
10000,remote,302691
10000,remoteConcurrentToRename,236778
10000,local,118849
10000,remote,274582
10000,remoteConcurrentToRename,229617
10000,local,121304
10000,remote,316381
10000,remoteConcurrentToRename,237861
10000,local,165053
10000,remote,401387
10000,remoteConcurrentToRename,266728
10000,local,149197
10000,remote,310668
10000,remoteConcurrentToRename,230546
10000,local,139036
10000,remote,289197
10000,remoteConcurrentToRename,221622
10000,local,122863
10000,remote,295099
10000,remoteConcurrentToRename,245580
10000,local,132248
10000,remote,2786291
10000,remoteConcurrentToRename,165910
10000,local,154481
10000,remote,295865
10000,remoteConcurrentToRename,191157
10000,local,136065
10000,remote,344676
10000,remoteConcurrentToRename,228396
10000,local,146883
10000,remote,307936
10000,remoteConcurrentToRename,247832
10000,local,129089
10000,remote,343714
10000,remoteConcurrentToRename,237165
10000,local,141934
10000,remote,300085
10000,remoteConcurrentToRename,246324
10000,local,152705
10000,remote,333531
10000,remoteConcurrentToRename,229441
10000,local,126380
10000,remote,235756
10000,remoteConcurrentToRename,242951
10000,local,128262
10000,remote,280105
10000,remoteConcurrentToRename,244424
10000,local,144416
10000,remote,325357
10000,remoteConcurrentToRename,225052
10000,local,132526
10000,remote,278103
10000,remoteConcurrentToRename,232101
10000,local,142875
10000,remote,321154
10000,remoteConcurrentToRename,235771
10000,local,149826
10000,remote,326002
10000,remoteConcurrentToRename,241212
10000,local,130934
10000,remote,248602
10000,remoteConcurrentToRename,234658
10000,local,143647
10000,remote,314298
10000,remoteConcurrentToRename,236474
10000,local,148007
10000,remote,309941
10000,remoteConcurrentToRename,251222
10000,local,139604
10000,remote,259690
10000,remoteConcurrentToRename,231613
10000,local,144251
10000,remote,295083
10000,remoteConcurrentToRename,234654
10000,local,139144
10000,remote,323189
10000,remoteConcurrentToRename,249602
10000,local,121823
10000,remote,276722
10000,remoteConcurrentToRename,249975
10000,local,149998
10000,remote,321254
10000,remoteConcurrentToRename,245915
10000,local,131458
10000,remote,295959
10000,remoteConcurrentToRename,216855
10000,local,130675
10000,remote,204564
10000,remoteConcurrentToRename,210695
10000,local,117385
10000,remote,272912
10000,remoteConcurrentToRename,231367
10000,local,135375
10000,remote,264091
10000,remoteConcurrentToRename,221691
10000,local,129505
10000,remote,302036
10000,remoteConcurrentToRename,241539
10000,local,125254
10000,remote,244037
10000,remoteConcurrentToRename,209108
10000,local,144677
10000,remote,303616
10000,remoteConcurrentToRename,214799
10000,local,140830
10000,remote,289487
10000,remoteConcurrentToRename,223292
10000,local,159362
10000,remote,365889
10000,remoteConcurrentToRename,248787
10000,local,135675
10000,remote,291095
10000,remoteConcurrentToRename,245656
10000,local,155706
10000,remote,313027
10000,remoteConcurrentToRename,237326
10000,local,136054
10000,remote,281328
10000,remoteConcurrentToRename,225200
10000,local,157508
10000,remote,296464
10000,remoteConcurrentToRename,239691
10000,local,135914
10000,remote,197856
10000,remoteConcurrentToRename,209761
10000,local,139200
10000,remote,284180
10000,remoteConcurrentToRename,231434
10000,local,118254
10000,remote,280775
10000,remoteConcurrentToRename,228592
10000,local,139290
10000,remote,235403
10000,remoteConcurrentToRename,229901
10000,local,144697
10000,remote,316406
10000,remoteConcurrentToRename,217888
10000,local,132247
10000,remote,250283
10000,remoteConcurrentToRename,250817
10000,local,122669
10000,remote,224329
10000,remoteConcurrentToRename,228643
10000,local,147310
10000,remote,354333
10000,remoteConcurrentToRename,223088
10000,local,128018
10000,remote,292832
10000,remoteConcurrentToRename,224969
10000,local,465329
10000,remote,249056
10000,remoteConcurrentToRename,246663
10000,local,144117
10000,remote,314897
10000,remoteConcurrentToRename,252739
10000,local,144543
10000,remote,315600
10000,remoteConcurrentToRename,189711
10000,local,144864
10000,remote,391789
10000,remoteConcurrentToRename,297396
10000,local,154446
10000,remote,349448
10000,remoteConcurrentToRename,253266
10000,local,132739
10000,remote,277429
10000,remoteConcurrentToRename,237364
10000,local,149191
10000,remote,286456
10000,remoteConcurrentToRename,230856
10000,local,127621
10000,remote,337624
10000,remoteConcurrentToRename,252795
10000,local,132444
10000,remote,314747
10000,remoteConcurrentToRename,228898
10000,local,122076
10000,remote,281045
10000,remoteConcurrentToRename,224789
10000,local,144036
10000,remote,343266
10000,remoteConcurrentToRename,218472
10000,local,129940
10000,remote,337667
10000,remoteConcurrentToRename,228417
10000,local,123985
10000,remote,290096
10000,remoteConcurrentToRename,232236
10000,local,126873
10000,remote,297623
10000,remoteConcurrentToRename,231707
10000,local,130515
10000,remote,305902
10000,remoteConcurrentToRename,250210
10000,local,116411
10000,remote,266148
10000,remoteConcurrentToRename,230055
10000,local,135867
10000,remote,294809
10000,remoteConcurrentToRename,203518
10000,local,122104
10000,remote,317342
10000,remoteConcurrentToRename,232997
10000,local,123661
10000,remote,275105
10000,remoteConcurrentToRename,223024
10000,local,123187
10000,remote,249135
10000,remoteConcurrentToRename,252020
10000,local,141307
10000,remote,276601
10000,remoteConcurrentToRename,214623
10000,local,148020
10000,remote,255232
10000,remoteConcurrentToRename,247774
10000,local,144983
10000,remote,332591
10000,remoteConcurrentToRename,272361
10000,local,129684
10000,remote,334953
10000,remoteConcurrentToRename,258225
10000,local,123668
10000,remote,305476
10000,remoteConcurrentToRename,217783
10000,local,155392
10000,remote,333307
10000,remoteConcurrentToRename,243350
10000,local,150805
10000,remote,350646
10000,remoteConcurrentToRename,243999
10000,local,123131
10000,remote,314744
10000,remoteConcurrentToRename,230339
10000,local,135743
10000,remote,252197
10000,remoteConcurrentToRename,229026
10000,local,153553
10000,remote,324422
10000,remoteConcurrentToRename,247904
10000,local,132350
10000,remote,307889
10000,remoteConcurrentToRename,240376
10000,local,134828
10000,remote,379159
10000,remoteConcurrentToRename,261690
10000,local,155911
10000,remote,311190
10000,remoteConcurrentToRename,260341
10000,local,138089
10000,remote,322439
10000,remoteConcurrentToRename,267781
10000,local,147502
10000,remote,362133
10000,remoteConcurrentToRename,264398
10000,local,127898
10000,remote,276297
10000,remoteConcurrentToRename,225929
10000,local,138462
10000,remote,305706
10000,remoteConcurrentToRename,233902
10000,local,126609
10000,remote,252903
10000,remoteConcurrentToRename,232386
10000,local,151462
10000,remote,398564
10000,remoteConcurrentToRename,270538
100000,local,188729
100000,remote,445096
100000,remoteConcurrentToRename,278430
100000,local,172476
100000,remote,375933
100000,remoteConcurrentToRename,264016
100000,local,175350
100000,remote,397913
100000,remoteConcurrentToRename,279526
100000,local,179877
100000,remote,376395
100000,remoteConcurrentToRename,270106
100000,local,168137
100000,remote,412921
100000,remoteConcurrentToRename,305547
100000,local,274321
100000,remote,536108
100000,remoteConcurrentToRename,370449
100000,local,158152
100000,remote,249378
100000,remoteConcurrentToRename,252832
100000,local,174988
100000,remote,395204
100000,remoteConcurrentToRename,290675
100000,local,166530
100000,remote,310008
100000,remoteConcurrentToRename,260532
100000,local,160157
100000,remote,313759
100000,remoteConcurrentToRename,256895
100000,local,173740
100000,remote,392290
100000,remoteConcurrentToRename,301485
100000,local,156964
100000,remote,291796
100000,remoteConcurrentToRename,247247
100000,local,180088
100000,remote,426501
100000,remoteConcurrentToRename,282495
100000,local,157924
100000,remote,436052
100000,remoteConcurrentToRename,291695
100000,local,170657
100000,remote,414853
100000,remoteConcurrentToRename,264905
100000,local,159750
100000,remote,383535
100000,remoteConcurrentToRename,273272
100000,local,165674
100000,remote,348091
100000,remoteConcurrentToRename,267817
100000,local,168602
100000,remote,359777
