nbOpes,type,time
10000,local,150262
10000,remote,287122
10000,remoteConcurrentToRename,245867
10000,local,144014
10000,remote,379070
10000,remoteConcurrentToRename,263410
10000,local,123927
10000,remote,260907
10000,remoteConcurrentToRename,223840
10000,local,144131
10000,remote,275591
10000,remoteConcurrentToRename,200302
10000,local,119931
10000,remote,271933
10000,remoteConcurrentToRename,211978
10000,local,143440
10000,remote,288259
10000,remoteConcurrentToRename,209868
10000,local,145799
10000,remote,310805
10000,remoteConcurrentToRename,237372
10000,local,142232
10000,remote,310862
10000,remoteConcurrentToRename,227914
10000,local,122899
10000,remote,252889
10000,remoteConcurrentToRename,203228
10000,local,135880
10000,remote,252010
10000,remoteConcurrentToRename,223073
10000,local,132870
10000,remote,314734
10000,remoteConcurrentToRename,201929
10000,local,136968
10000,remote,268697
10000,remoteConcurrentToRename,199547
10000,local,116690
10000,remote,263891
10000,remoteConcurrentToRename,212695
10000,local,131292
10000,remote,282025
10000,remoteConcurrentToRename,226326
10000,local,118553
10000,remote,224124
10000,remoteConcurrentToRename,213277
10000,local,136165
10000,remote,261647
10000,remoteConcurrentToRename,201068
10000,local,132630
10000,remote,258187
10000,remoteConcurrentToRename,204936
10000,local,143281
10000,remote,322287
10000,remoteConcurrentToRename,210961
10000,local,134311
10000,remote,258579
10000,remoteConcurrentToRename,221650
10000,local,142078
10000,remote,287031
10000,remoteConcurrentToRename,228893
10000,local,126756
10000,remote,316278
10000,remoteConcurrentToRename,236314
10000,local,120813
10000,remote,271963
10000,remoteConcurrentToRename,226346
10000,local,148419
10000,remote,302325
10000,remoteConcurrentToRename,237917
10000,local,137486
10000,remote,220973
10000,remoteConcurrentToRename,216949
10000,local,160509
10000,remote,330878
10000,remoteConcurrentToRename,242374
10000,local,132915
10000,remote,264777
10000,remoteConcurrentToRename,231447
10000,local,129583
10000,remote,222796
10000,remoteConcurrentToRename,228266
10000,local,133294
10000,remote,258332
10000,remoteConcurrentToRename,228806
10000,local,129295
10000,remote,266245
10000,remoteConcurrentToRename,213296
10000,local,134339
10000,remote,325478
10000,remoteConcurrentToRename,244188
10000,local,136509
10000,remote,296990
10000,remoteConcurrentToRename,232524
10000,local,730955
10000,remote,311680
10000,remoteConcurrentToRename,231165
10000,local,139654
10000,remote,280059
10000,remoteConcurrentToRename,214246
10000,local,156701
10000,remote,312924
10000,remoteConcurrentToRename,222358
10000,local,136629
10000,remote,242705
10000,remoteConcurrentToRename,206146
10000,local,127786
10000,remote,221302
10000,remoteConcurrentToRename,231896
10000,local,141869
10000,remote,286201
10000,remoteConcurrentToRename,234206
10000,local,139537
10000,remote,372065
10000,remoteConcurrentToRename,283351
10000,local,127669
10000,remote,222934
10000,remoteConcurrentToRename,180753
10000,local,142615
10000,remote,306740
10000,remoteConcurrentToRename,228859
10000,local,146123
10000,remote,305141
10000,remoteConcurrentToRename,239004
10000,local,147108
10000,remote,385089
10000,remoteConcurrentToRename,248325
10000,local,137319
10000,remote,280908
10000,remoteConcurrentToRename,230518
10000,local,138505
10000,remote,271842
10000,remoteConcurrentToRename,248637
10000,local,128586
10000,remote,264247
10000,remoteConcurrentToRename,214843
10000,local,146500
10000,remote,347879
10000,remoteConcurrentToRename,241341
10000,local,154616
10000,remote,255805
10000,remoteConcurrentToRename,230871
10000,local,132665
10000,remote,261255
10000,remoteConcurrentToRename,242528
10000,local,139301
10000,remote,280440
10000,remoteConcurrentToRename,239033
10000,local,152574
10000,remote,446823
10000,remoteConcurrentToRename,306355
10000,local,134757
10000,remote,263394
10000,remoteConcurrentToRename,216644
10000,local,131871
10000,remote,262119
10000,remoteConcurrentToRename,224579
10000,local,145346
10000,remote,262920
10000,remoteConcurrentToRename,241040
10000,local,134293
10000,remote,283592
10000,remoteConcurrentToRename,235051
10000,local,142153
10000,remote,272552
10000,remoteConcurrentToRename,230626
10000,local,134381
10000,remote,294657
10000,remoteConcurrentToRename,240996
10000,local,141980
10000,remote,282691
10000,remoteConcurrentToRename,247019
10000,local,141695
10000,remote,347124
10000,remoteConcurrentToRename,245325
10000,local,128281
10000,remote,187931
10000,remoteConcurrentToRename,221609
10000,local,156914
10000,remote,331032
10000,remoteConcurrentToRename,239959
10000,local,142253
10000,remote,298912
10000,remoteConcurrentToRename,235199
10000,local,129448
10000,remote,247324
10000,remoteConcurrentToRename,211109
10000,local,134384
10000,remote,320336
10000,remoteConcurrentToRename,232334
10000,local,133593
10000,remote,250344
10000,remoteConcurrentToRename,216784
10000,local,119006
10000,remote,271578
10000,remoteConcurrentToRename,231813
10000,local,122649
10000,remote,184256
10000,remoteConcurrentToRename,223451
10000,local,131212
10000,remote,252616
10000,remoteConcurrentToRename,227673
10000,local,142860
10000,remote,371412
10000,remoteConcurrentToRename,195292
10000,local,136254
10000,remote,288928
10000,remoteConcurrentToRename,216215
10000,local,138402
10000,remote,264506
10000,remoteConcurrentToRename,232891
10000,local,151122
10000,remote,322837
10000,remoteConcurrentToRename,233033
10000,local,140636
10000,remote,293011
10000,remoteConcurrentToRename,220531
10000,local,121528
10000,remote,245641
10000,remoteConcurrentToRename,222825
10000,local,128980
10000,remote,283902
10000,remoteConcurrentToRename,214975
10000,local,139054
10000,remote,265402
10000,remoteConcurrentToRename,213420
10000,local,140802
10000,remote,311285
10000,remoteConcurrentToRename,219281
10000,local,124647
10000,remote,219266
