nbOpes,type,size,nbRenamingBots
31000,rlsWithGC,36932,2
30000,rlsWithoutGC,5624034,2
30000,rlsWithGC,5624034,2
30000,content,36500,2
31000,rlsWithoutGC,6378764,2
31000,rlsWithGC,37682,2
30000,rlsWithoutGC,4532512,2
30000,rlsWithGC,4532512,2
30000,content,35664,2
31000,rlsWithoutGC,4916564,2
31000,rlsWithGC,36844,2
30000,rlsWithoutGC,4490570,2
30000,rlsWithGC,4490570,2
30000,content,36164,2
31000,rlsWithoutGC,4887038,2
31000,rlsWithGC,37338,2
30000,rlsWithoutGC,5329456,2
30000,rlsWithGC,5329456,2
30000,content,35864,2
31000,rlsWithoutGC,6016068,2
31000,rlsWithGC,37044,2
30000,rlsWithoutGC,4467514,2
30000,rlsWithGC,4467514,2
30000,content,36244,2
31000,rlsWithoutGC,4810752,2
31000,rlsWithGC,37418,2
30000,rlsWithoutGC,4582644,2
30000,rlsWithGC,4582644,2
30000,content,36112,2
31000,rlsWithoutGC,4996254,2
31000,rlsWithGC,37288,2
30000,rlsWithoutGC,5797122,2
30000,rlsWithGC,5797122,2
30000,content,35740,2
31000,rlsWithoutGC,6645678,2
31000,rlsWithGC,36916,2
30000,rlsWithoutGC,4660240,2
30000,rlsWithGC,4660240,2
30000,content,35996,2
31000,rlsWithoutGC,5067184,2
31000,rlsWithGC,37176,2
30000,rlsWithoutGC,4840674,3
30000,rlsWithGC,4840674,3
30000,content,36032,3
31000,rlsWithoutGC,7992006,3
31000,rlsWithGC,37376,3
30000,rlsWithoutGC,5114612,3
30000,rlsWithGC,5114612,3
30000,content,35912,3
31000,rlsWithoutGC,8527118,3
31000,rlsWithGC,37262,3
30000,rlsWithoutGC,4860812,3
30000,rlsWithGC,4860812,3
30000,content,36012,3
31000,rlsWithoutGC,8015550,3
31000,rlsWithGC,37356,3
30000,rlsWithoutGC,4875574,3
30000,rlsWithGC,4875574,3
30000,content,36068,3
31000,rlsWithoutGC,8105444,3
31000,rlsWithGC,37422,3
30000,rlsWithoutGC,4676778,3
30000,rlsWithGC,4676778,3
30000,content,35986,3
31000,rlsWithoutGC,7635004,3
31000,rlsWithGC,37336,3
30000,rlsWithoutGC,4476764,3
30000,rlsWithGC,4476764,3
30000,content,35872,3
31000,rlsWithoutGC,7286092,3
31000,rlsWithGC,37226,3
30000,rlsWithoutGC,4560118,3
30000,rlsWithGC,4560118,3
30000,content,35984,3
31000,rlsWithoutGC,7431844,3
31000,rlsWithGC,37336,3
30000,rlsWithoutGC,5246518,3
30000,rlsWithGC,5246518,3
30000,content,36454,3
31000,rlsWithoutGC,8847426,3
31000,rlsWithGC,37798,3
30000,rlsWithoutGC,5349818,3
30000,rlsWithGC,5349818,3
30000,content,36444,3
31000,rlsWithoutGC,8966996,3
31000,rlsWithGC,37796,3
30000,rlsWithoutGC,4599834,3
30000,rlsWithGC,4599834,3
30000,content,36220,3
31000,rlsWithoutGC,7477352,3
31000,rlsWithGC,37570,3
30000,rlsWithoutGC,4629528,3
30000,rlsWithGC,4629528,3
30000,content,36384,3
31000,rlsWithoutGC,7606402,3
31000,rlsWithGC,37728,3
30000,rlsWithoutGC,5444932,3
30000,rlsWithGC,5444932,3
30000,content,35800,3
31000,rlsWithoutGC,9167990,3
31000,rlsWithGC,37152,3
30000,rlsWithoutGC,4733438,3
30000,rlsWithGC,4733438,3
30000,content,36008,3
31000,rlsWithoutGC,7810622,3
31000,rlsWithGC,37358,3
30000,rlsWithoutGC,4689180,3
30000,rlsWithGC,4689180,3
30000,content,36020,3
31000,rlsWithoutGC,7723796,3
31000,rlsWithGC,37374,3
30000,rlsWithoutGC,4648130,3
30000,rlsWithGC,4648130,3
30000,content,36060,3
31000,rlsWithoutGC,7571084,3
31000,rlsWithGC,37404,3
30000,rlsWithoutGC,5001580,3
30000,rlsWithGC,5001580,3
30000,content,35628,3
31000,rlsWithoutGC,8266952,3
31000,rlsWithGC,36980,3
30000,rlsWithoutGC,5470900,3
30000,rlsWithGC,5470900,3
30000,content,35964,3
31000,rlsWithoutGC,9256366,3
31000,rlsWithGC,37310,3
30000,rlsWithoutGC,5191894,3
30000,rlsWithGC,5191894,3
30000,content,35556,3
31000,rlsWithoutGC,8665890,3
31000,rlsWithGC,36904,3
30000,rlsWithoutGC,4699342,4
30000,rlsWithGC,4699342,4
30000,content,36036,4
31000,rlsWithoutGC,10273364,4
31000,rlsWithGC,37556,4
30000,rlsWithoutGC,6211010,4
30000,rlsWithGC,6211010,4
30000,content,35812,4
31000,rlsWithoutGC,14410338,4
31000,rlsWithGC,37332,4
30000,rlsWithoutGC,5498532,4
30000,rlsWithGC,5498532,4
30000,content,36430,4
31000,rlsWithoutGC,12413462,4
31000,rlsWithGC,37956,4
30000,rlsWithoutGC,4543922,4
30000,rlsWithGC,4543922,4
30000,content,35204,4
31000,rlsWithoutGC,9759696,4
31000,rlsWithGC,36732,4
30000,rlsWithoutGC,4595144,4
30000,rlsWithGC,4595144,4
30000,content,35776,4
31000,rlsWithoutGC,9957226,4
31000,rlsWithGC,37292,4
30000,rlsWithoutGC,4752612,4
30000,rlsWithGC,4752612,4
30000,content,35696,4
31000,rlsWithoutGC,10380360,4
31000,rlsWithGC,37222,4
30000,rlsWithoutGC,4599898,4
30000,rlsWithGC,4599898,4
30000,content,36056,4
31000,rlsWithoutGC,9994540,4
31000,rlsWithGC,37580,4
30000,rlsWithoutGC,4880596,4
30000,rlsWithGC,4880596,4
30000,content,35620,4
31000,rlsWithoutGC,10775032,4
31000,rlsWithGC,39848,4
30000,rlsWithoutGC,4618154,4
30000,rlsWithGC,4618154,4
30000,content,35928,4
31000,rlsWithoutGC,10065478,4
31000,rlsWithGC,37448,4
30000,rlsWithoutGC,5617356,4
30000,rlsWithGC,5617356,4
30000,content,36160,4
31000,rlsWithoutGC,12726314,4
31000,rlsWithGC,37678,4
30000,rlsWithoutGC,5255840,4
30000,rlsWithGC,5255840,4
30000,content,36084,4
31000,rlsWithoutGC,11681818,4
31000,rlsWithGC,37608,4
30000,rlsWithoutGC,5030952,4
30000,rlsWithGC,5030952,4
30000,content,36248,4
31000,rlsWithoutGC,11178198,4
31000,rlsWithGC,37768,4
30000,rlsWithoutGC,4313606,4
30000,rlsWithGC,4313606,4
30000,content,36116,4
31000,rlsWithoutGC,9323222,4
31000,rlsWithGC,37630,4
30000,rlsWithoutGC,5314348,4
30000,rlsWithGC,5314348,4
30000,content,35972,4
31000,rlsWithoutGC,11887168,4
31000,rlsWithGC,37490,4
30000,rlsWithoutGC,5475310,4
30000,rlsWithGC,5475310,4
30000,content,35436,4
31000,rlsWithoutGC,12348106,4
31000,rlsWithGC,36956,4
30000,rlsWithoutGC,4858534,4
30000,rlsWithGC,4858534,4
30000,content,36244,4
31000,rlsWithoutGC,10739440,4
31000,rlsWithGC,37762,4
30000,rlsWithoutGC,4485520,4
30000,rlsWithGC,4485520,4
30000,content,35976,4
31000,rlsWithoutGC,9683348,4
31000,rlsWithGC,37494,4
30000,rlsWithoutGC,4927894,4
30000,rlsWithGC,4927894,4
30000,content,35736,4
31000,rlsWithoutGC,10809662,4
31000,rlsWithGC,37252,4
30000,rlsWithoutGC,5260914,4
30000,rlsWithGC,5260914,4
30000,content,36052,4
31000,rlsWithoutGC,11776298,4
31000,rlsWithGC,37576,4
30000,rlsWithoutGC,4942838,4
30000,rlsWithGC,4942838,4
30000,content,36112,4
31000,rlsWithoutGC,10882314,4
31000,rlsWithGC,37638,4
30000,rlsWithoutGC,5855248,4
30000,rlsWithGC,5855248,4
30000,content,36524,4
31000,rlsWithoutGC,13398548,4
31000,rlsWithGC,38050,4
40000,ls,6003518,1
40000,content,47652,1
40000,ls,6003518,2
40000,content,47652,2
40000,ls,6003518,3
40000,content,47652,3
40000,ls,6003518,4
40000,content,47652,4
40000,ls,7023470,1
40000,content,47948,1
40000,ls,7023470,2
40000,content,47948,2
40000,ls,7023470,3
40000,content,47948,3
40000,ls,7023470,4
40000,content,47948,4
40000,ls,7277044,1
40000,content,47924,1
40000,ls,7277044,2
40000,content,47924,2
40000,ls,7277044,3
40000,content,47924,3
40000,ls,7277044,4
40000,content,47924,4
40000,ls,6951262,1
40000,content,47696,1
40000,ls,6951262,2
40000,content,47696,2
40000,ls,6951262,3
40000,content,47696,3
40000,ls,6951262,4
40000,content,47696,4
40000,ls,7005272,1
40000,content,48000,1
40000,ls,7005272,2
40000,content,48000,2
40000,ls,7005272,3
40000,content,48000,3
40000,ls,7005272,4
40000,content,48000,4
40000,ls,6613356,1
40000,content,47756,1
40000,ls,6613356,2
40000,content,47756,2
40000,ls,6613356,3
40000,content,47756,3
40000,ls,6613356,4
40000,content,47756,4
40000,ls,6107324,1
40000,content,48092,1
40000,ls,6107324,2
40000,content,48092,2
40000,ls,6107324,3
40000,content,48092,3
40000,ls,6107324,4
40000,content,48092,4
40000,ls,5751184,1
40000,content,48216,1
40000,ls,5751184,2
40000,content,48216,2
40000,ls,5751184,3
40000,content,48216,3
40000,ls,5751184,4
40000,content,48216,4
40000,ls,6737248,1
40000,content,48208,1
40000,ls,6737248,2
40000,content,48208,2
40000,ls,6737248,3
40000,content,48208,3
40000,ls,6737248,4
40000,content,48208,4
40000,ls,7028132,1
40000,content,47568,1
40000,ls,7028132,2
40000,content,47568,2
40000,ls,7028132,3
40000,content,47568,3
40000,ls,7028132,4
40000,content,47568,4
40000,ls,6819092,1
40000,content,47968,1
40000,ls,6819092,2
40000,content,47968,2
40000,ls,6819092,3
40000,content,47968,3
40000,ls,6819092,4
40000,content,47968,4
40000,ls,6481702,1
40000,content,47952,1
40000,ls,6481702,2
40000,content,47952,2
40000,ls,6481702,3
40000,content,47952,3
40000,ls,6481702,4
40000,content,47952,4
40000,ls,7625228,1
40000,content,46944,1
40000,ls,7625228,2
40000,content,46944,2
40000,ls,7625228,3
40000,content,46944,3
40000,ls,7625228,4
40000,content,46944,4
40000,ls,6974984,1
40000,content,48264,1
40000,ls,6974984,2
40000,content,48264,2
40000,ls,6974984,3
40000,content,48264,3
40000,ls,6974984,4
40000,content,48264,4
40000,ls,6592066,1
40000,content,48360,1
40000,ls,6592066,2
40000,content,48360,2
40000,ls,6592066,3
40000,content,48360,3
40000,ls,6592066,4
40000,content,48360,4
40000,ls,6787612,1
40000,content,47820,1
40000,ls,6787612,2
40000,content,47820,2
40000,ls,6787612,3
40000,content,47820,3
40000,ls,6787612,4
40000,content,47820,4
40000,ls,7669048,1
40000,content,47636,1
40000,ls,7669048,2
40000,content,47636,2
40000,ls,7669048,3
40000,content,47636,3
40000,ls,7669048,4
40000,content,47636,4
40000,ls,6715988,1
40000,content,48360,1
40000,ls,6715988,2
40000,content,48360,2
40000,ls,6715988,3
40000,content,48360,3
40000,ls,6715988,4
40000,content,48360,4
40000,rlsWithoutGC,3760936,1
40000,rlsWithGC,1051024,1
40000,content,47586,1
40000,rlsWithoutGC,4016756,1
40000,rlsWithGC,1052038,1
40000,content,48090,1
40000,rlsWithoutGC,3467680,1
40000,rlsWithGC,1032970,1
40000,content,48358,1
40000,rlsWithoutGC,4374840,1
40000,rlsWithGC,1023394,1
40000,content,47866,1
40000,rlsWithoutGC,3748414,1
40000,rlsWithGC,1037938,1
40000,content,48426,1
40000,rlsWithoutGC,4082298,1
40000,rlsWithGC,1002912,1
40000,content,48458,1
40000,rlsWithoutGC,4515194,1
40000,rlsWithGC,1063142,1
40000,content,48082,1
40000,rlsWithoutGC,3437462,1
40000,rlsWithGC,1083720,1
40000,content,48014,1
40000,rlsWithoutGC,3737924,1
40000,rlsWithGC,1035592,1
40000,content,47934,1
40000,rlsWithoutGC,3639134,1
40000,rlsWithGC,1041748,1
40000,content,47718,1
40000,rlsWithoutGC,3292102,1
40000,rlsWithGC,1019366,1
40000,content,48334,1
40000,rlsWithoutGC,4439226,1
40000,rlsWithGC,1026734,1
40000,content,47398,1
40000,rlsWithoutGC,3774438,1
40000,rlsWithGC,1006584,1
40000,content,48262,1
40000,rlsWithoutGC,4029754,1
40000,rlsWithGC,1026964,1
40000,content,48104,1
40000,rlsWithoutGC,3677758,1
40000,rlsWithGC,1039830,1
40000,content,47542,1
40000,rlsWithoutGC,3343124,1
40000,rlsWithGC,1040586,1
40000,content,48978,1
40000,rlsWithoutGC,4044998,1
40000,rlsWithGC,1026310,1
40000,content,47982,1
40000,rlsWithoutGC,3518788,1
40000,rlsWithGC,997238,1
40000,content,47918,1
40000,rlsWithoutGC,5846054,2
40000,rlsWithGC,1027902,2
40000,content,47688,2
40000,rlsWithoutGC,7376586,2
40000,rlsWithGC,1045248,2
40000,content,47692,2
40000,rlsWithoutGC,6805674,2
40000,rlsWithGC,1036642,2
40000,content,47772,2
40000,rlsWithoutGC,6721226,2
40000,rlsWithGC,1035000,2
40000,content,48044,2
40000,rlsWithoutGC,7007980,2
40000,rlsWithGC,1021852,2
40000,content,48020,2
40000,rlsWithoutGC,5769316,2
40000,rlsWithGC,1040300,2
40000,content,48124,2
40000,rlsWithoutGC,6825866,2
40000,rlsWithGC,975844,2
40000,content,47876,2
40000,rlsWithoutGC,5790144,2
40000,rlsWithGC,1032214,2
40000,content,47652,2
40000,rlsWithoutGC,6398530,2
40000,rlsWithGC,977502,2
40000,content,48068,2
40000,rlsWithoutGC,6296226,2
40000,rlsWithGC,1006678,2
40000,content,48056,2
40000,rlsWithoutGC,7355998,2
40000,rlsWithGC,1014916,2
40000,content,48824,2
40000,rlsWithoutGC,5907316,2
40000,rlsWithGC,1027596,2
40000,content,47700,2
40000,rlsWithoutGC,5895642,2
40000,rlsWithGC,1045942,2
40000,content,48384,2
40000,rlsWithoutGC,6982244,2
40000,rlsWithGC,1003220,2
40000,content,47736,2
40000,rlsWithoutGC,5804366,2
40000,rlsWithGC,1031032,2
40000,content,48012,2
40000,rlsWithoutGC,5980268,2
40000,rlsWithGC,1021302,2
40000,content,48296,2
40000,rlsWithoutGC,7629080,2
40000,rlsWithGC,1020318,2
40000,content,47932,2
40000,rlsWithoutGC,6068098,2
40000,rlsWithGC,1038090,2
40000,content,48032,2
40000,rlsWithoutGC,8985272,3
40000,rlsWithGC,1030642,3
40000,content,48002,3
40000,rlsWithoutGC,9500252,3
40000,rlsWithGC,1010396,3
40000,content,47818,3
40000,rlsWithoutGC,8986832,3
40000,rlsWithGC,1008638,3
40000,content,47946,3
40000,rlsWithoutGC,9084418,3
40000,rlsWithGC,1016396,3
40000,content,48266,3
40000,rlsWithoutGC,8572838,3
40000,rlsWithGC,975170,3
40000,content,48228,3
40000,rlsWithoutGC,8235910,3
40000,rlsWithGC,987044,3
40000,content,47942,3
40000,rlsWithoutGC,8425596,3
40000,rlsWithGC,1031088,3
40000,content,48142,3
40000,rlsWithoutGC,9849518,3
40000,rlsWithGC,1039890,3
40000,content,48672,3
40000,rlsWithoutGC,9977018,3
40000,rlsWithGC,1047818,3
40000,content,48386,3
40000,rlsWithoutGC,8503674,3
40000,rlsWithGC,1063892,3
40000,content,48218,3
40000,rlsWithoutGC,8588462,3
40000,rlsWithGC,1019788,3
40000,content,48530,3
40000,rlsWithoutGC,10166276,3
40000,rlsWithGC,1035438,3
40000,content,47834,3
40000,rlsWithoutGC,8787734,3
40000,rlsWithGC,1014470,3
40000,content,48342,3
40000,rlsWithoutGC,8717888,3
40000,rlsWithGC,1031466,3
40000,content,48078,3
40000,rlsWithoutGC,8569028,3
40000,rlsWithGC,1035348,3
40000,content,48090,3
40000,rlsWithoutGC,9251872,3
40000,rlsWithGC,1021900,3
40000,content,47734,3
40000,rlsWithoutGC,10256108,3
40000,rlsWithGC,1037052,3
40000,content,47866,3
40000,rlsWithoutGC,9650010,3
40000,rlsWithGC,1021024,3
40000,content,47510,3
40000,rlsWithoutGC,11247484,4
40000,rlsWithGC,1011676,4
40000,content,47928,4
40000,rlsWithoutGC,15396270,4
40000,rlsWithGC,1023264,4
40000,content,47724,4
40000,rlsWithoutGC,13406598,4
40000,rlsWithGC,1031092,4
40000,content,48394,4
40000,rlsWithoutGC,10762564,4
40000,rlsWithGC,1039600,4
40000,content,46888,4
40000,rlsWithoutGC,10957368,4
40000,rlsWithGC,1037434,4
40000,content,47464,4
40000,rlsWithoutGC,11364724,4
40000,rlsWithGC,1021586,4
40000,content,47576,4
40000,rlsWithoutGC,10990698,4
40000,rlsWithGC,1033738,4
40000,content,47984,4
40000,rlsWithoutGC,11779884,4
40000,rlsWithGC,1044700,4
40000,content,47600,4
40000,rlsWithoutGC,11062826,4
40000,rlsWithGC,1034796,4
40000,content,47948,4
40000,rlsWithoutGC,13738736,4
40000,rlsWithGC,1050100,4
40000,content,48104,4
40000,rlsWithoutGC,12653630,4
40000,rlsWithGC,1009420,4
40000,content,47800,4
40000,rlsWithoutGC,12166626,4
40000,rlsWithGC,1026196,4
40000,content,48136,4
40000,rlsWithoutGC,10259124,4
40000,rlsWithGC,973532,4
40000,content,48164,4
40000,rlsWithoutGC,12861946,4
40000,rlsWithGC,1012268,4
40000,content,48164,4
40000,rlsWithoutGC,13375760,4
40000,rlsWithGC,1064610,4
40000,content,47404,4
40000,rlsWithoutGC,11744982,4
40000,rlsWithGC,1043304,4
40000,content,48092,4
40000,rlsWithoutGC,10671584,4
40000,rlsWithGC,1025730,4
40000,content,47860,4
40000,rlsWithoutGC,11800560,4
40000,rlsWithGC,1028150,4
40000,content,47852,4
40000,rlsWithoutGC,12783750,4
40000,rlsWithGC,1045028,4
40000,content,48052,4
40000,rlsWithoutGC,11886372,4
40000,rlsWithGC,1041696,4
40000,content,48128,4
40000,rlsWithoutGC,14417290,4
40000,rlsWithGC,1056792,4
40000,content,48868,4
50000,ls,7669434,1
50000,content,59636,1
50000,ls,7669434,2
50000,content,59636,2
50000,ls,7669434,3
50000,content,59636,3
50000,ls,7669434,4
50000,content,59636,4
50000,ls,9052118,1
50000,content,59848,1
50000,ls,9052118,2
50000,content,59848,2
50000,ls,9052118,3
50000,content,59848,3
50000,ls,9052118,4
50000,content,59848,4
50000,ls,9284714,1
50000,content,59664,1
50000,ls,9284714,2
50000,content,59664,2
50000,ls,9284714,3
50000,content,59664,3
50000,ls,9284714,4
50000,content,59664,4
50000,ls,8913488,1
50000,content,59456,1
50000,ls,8913488,2
50000,content,59456,2
50000,ls,8913488,3
50000,content,59456,3
50000,ls,8913488,4
50000,content,59456,4
50000,ls,9017296,1
50000,content,59852,1
50000,ls,9017296,2
50000,content,59852,2
50000,ls,9017296,3
50000,content,59852,3
50000,ls,9017296,4
50000,content,59852,4
50000,ls,8492568,1
50000,content,59952,1
50000,ls,8492568,2
50000,content,59952,2
50000,ls,8492568,3
50000,content,59952,3
50000,ls,8492568,4
50000,content,59952,4
50000,ls,7826702,1
50000,content,59680,1
50000,ls,7826702,2
50000,content,59680,2
50000,ls,7826702,3
50000,content,59680,3
50000,ls,7826702,4
50000,content,59680,4
50000,ls,7401364,1
50000,content,60224,1
50000,ls,7401364,2
50000,content,60224,2
50000,ls,7401364,3
50000,content,60224,3
50000,ls,7401364,4
50000,content,60224,4
50000,ls,8617660,1
50000,content,60492,1
50000,ls,8617660,2
50000,content,60492,2
50000,ls,8617660,3
50000,content,60492,3
50000,ls,8617660,4
50000,content,60492,4
50000,ls,8965034,1
50000,content,59216,1
50000,ls,8965034,2
50000,content,59216,2
50000,ls,8965034,3
50000,content,59216,3
50000,ls,8965034,4
50000,content,59216,4
50000,ls,8662584,1
50000,content,59832,1
50000,ls,8662584,2
50000,content,59832,2
50000,ls,8662584,3
50000,content,59832,3
50000,ls,8662584,4
50000,content,59832,4
50000,ls,8350332,1
50000,content,60156,1
50000,ls,8350332,2
50000,content,60156,2
50000,ls,8350332,3
50000,content,60156,3
50000,ls,8350332,4
50000,content,60156,4
50000,ls,9691202,1
50000,content,58984,1
50000,ls,9691202,2
50000,content,58984,2
50000,ls,9691202,3
50000,content,58984,3
50000,ls,9691202,4
50000,content,58984,4
50000,ls,8910958,1
50000,content,60364,1
50000,ls,8910958,2
50000,content,60364,2
50000,ls,8910958,3
50000,content,60364,3
50000,ls,8910958,4
50000,content,60364,4
50000,ls,8419252,1
50000,content,60560,1
50000,ls,8419252,2
50000,content,60560,2
50000,ls,8419252,3
50000,content,60560,3
50000,ls,8419252,4
50000,content,60560,4
50000,ls,8638690,1
50000,content,59600,1
50000,ls,8638690,2
50000,content,59600,2
50000,ls,8638690,3
50000,content,59600,3
50000,ls,8638690,4
50000,content,59600,4
50000,ls,9734658,1
50000,content,59964,1
50000,ls,9734658,2
50000,content,59964,2
50000,ls,9734658,3
50000,content,59964,3
50000,ls,9734658,4
50000,content,59964,4
50000,ls,8594428,1
50000,content,60276,1
50000,ls,8594428,2
50000,content,60276,2
50000,ls,8594428,3
50000,content,60276,3
50000,ls,8594428,4
50000,content,60276,4
50000,rlsWithoutGC,4781820,1
50000,rlsWithGC,2071908,1
50000,content,59638,1
50000,rlsWithoutGC,5044644,1
50000,rlsWithGC,2079926,1
50000,content,60306,1
50000,rlsWithoutGC,4494674,1
50000,rlsWithGC,2059964,1
50000,content,60166,1
50000,rlsWithoutGC,5397368,1
50000,rlsWithGC,2045922,1
50000,content,60018,1
50000,rlsWithoutGC,4791936,1
50000,rlsWithGC,2081460,1
50000,content,60450,1
50000,rlsWithoutGC,5104102,1
50000,rlsWithGC,2024716,1
50000,content,60530,1
50000,rlsWithoutGC,5547666,1
50000,rlsWithGC,2095614,1
50000,content,60206,1
50000,rlsWithoutGC,4470632,1
50000,rlsWithGC,2116890,1
50000,content,59974,1
50000,rlsWithoutGC,4770964,1
50000,rlsWithGC,2068632,1
50000,content,59802,1
50000,rlsWithoutGC,4627312,1
50000,rlsWithGC,2029926,1
50000,content,59838,1
50000,rlsWithoutGC,4320494,1
50000,rlsWithGC,2047758,1
50000,content,60342,1
50000,rlsWithoutGC,5490906,1
50000,rlsWithGC,2078414,1
50000,content,59570,1
50000,rlsWithoutGC,4769962,1
50000,rlsWithGC,2002108,1
50000,content,60190,1
50000,rlsWithoutGC,5044020,1
50000,rlsWithGC,2041230,1
50000,content,60072,1
50000,rlsWithoutGC,4671598,1
50000,rlsWithGC,2033670,1
50000,content,59678,1
50000,rlsWithoutGC,4388672,1
50000,rlsWithGC,2086134,1
50000,content,60814,1
50000,rlsWithoutGC,5074500,1
50000,rlsWithGC,2055812,1
50000,content,59930,1
50000,rlsWithoutGC,4559006,1
50000,rlsWithGC,2037456,1
50000,content,60018,1
50000,rlsWithoutGC,6878106,2
50000,rlsWithGC,2059954,2
50000,content,59704,2
50000,rlsWithoutGC,8425258,2
50000,rlsWithGC,2093920,2
50000,content,59440,2
50000,rlsWithoutGC,7776672,2
50000,rlsWithGC,2007640,2
50000,content,59464,2
50000,rlsWithoutGC,7693434,2
50000,rlsWithGC,2007208,2
50000,content,60012,2
50000,rlsWithoutGC,8020272,2
50000,rlsWithGC,2034144,2
50000,content,59876,2
50000,rlsWithoutGC,6793700,2
50000,rlsWithGC,2064684,2
50000,content,60212,2
50000,rlsWithoutGC,7813870,2
50000,rlsWithGC,1963848,2
50000,content,60128,2
50000,rlsWithoutGC,6837086,2
50000,rlsWithGC,2079156,2
50000,content,59616,2
50000,rlsWithoutGC,7388994,2
50000,rlsWithGC,1967966,2
50000,content,60124,2
50000,rlsWithoutGC,7312818,2
50000,rlsWithGC,2023270,2
50000,content,60172,2
50000,rlsWithoutGC,8369094,2
50000,rlsWithGC,2028012,2
50000,content,60804,2
50000,rlsWithoutGC,6960542,2
50000,rlsWithGC,2080822,2
50000,content,59668,2
50000,rlsWithoutGC,6911178,2
50000,rlsWithGC,2061478,2
50000,content,60408,2
50000,rlsWithoutGC,7984178,2
50000,rlsWithGC,2005154,2
50000,content,59872,2
50000,rlsWithoutGC,6831312,2
50000,rlsWithGC,2057978,2
50000,content,60356,2
50000,rlsWithoutGC,6992922,2
50000,rlsWithGC,2033956,2
50000,content,60284,2
50000,rlsWithoutGC,8659990,2
50000,rlsWithGC,2051228,2
50000,content,59996,2
50000,rlsWithoutGC,7109154,2
50000,rlsWithGC,2079146,2
50000,content,60128,2
50000,rlsWithoutGC,10026116,3
50000,rlsWithGC,2071486,3
50000,content,59886,3
50000,rlsWithoutGC,10527328,3
50000,rlsWithGC,2037472,3
50000,content,59990,3
50000,rlsWithoutGC,10034318,3
50000,rlsWithGC,2056124,3
50000,content,60082,3
50000,rlsWithoutGC,10085786,3
50000,rlsWithGC,2017764,3
50000,content,60270,3
50000,rlsWithoutGC,9617212,3
50000,rlsWithGC,2019544,3
50000,content,60236,3
50000,rlsWithoutGC,9253896,3
50000,rlsWithGC,2005030,3
50000,content,60174,3
50000,rlsWithoutGC,9457242,3
50000,rlsWithGC,2062734,3
50000,content,60194,3
50000,rlsWithoutGC,10834108,3
50000,rlsWithGC,2024480,3
50000,content,60780,3
50000,rlsWithoutGC,10995298,3
50000,rlsWithGC,2066098,3
50000,content,60506,3
50000,rlsWithoutGC,9503422,3
50000,rlsWithGC,2063640,3
50000,content,60398,3
50000,rlsWithoutGC,9589420,3
50000,rlsWithGC,2020746,3
50000,content,60758,3
50000,rlsWithoutGC,11157134,3
50000,rlsWithGC,2026296,3
50000,content,59798,3
50000,rlsWithoutGC,9796066,3
50000,rlsWithGC,2022802,3
50000,content,60506,3
50000,rlsWithoutGC,9744658,3
50000,rlsWithGC,2058236,3
50000,content,60202,3
50000,rlsWithoutGC,9586242,3
50000,rlsWithGC,2052562,3
50000,content,60358,3
50000,rlsWithoutGC,10301958,3
50000,rlsWithGC,2071986,3
50000,content,59902,3
50000,rlsWithoutGC,11244236,3
50000,rlsWithGC,2025180,3
50000,content,59538,3
50000,rlsWithoutGC,10658836,3
50000,rlsWithGC,2029850,3
50000,content,59494,3
50000,rlsWithoutGC,12248392,4
50000,rlsWithGC,2012584,4
50000,content,59940,4
50000,rlsWithoutGC,16412500,4
50000,rlsWithGC,2039494,4
50000,content,59612,4
50000,rlsWithoutGC,14399656,4
50000,rlsWithGC,2024150,4
50000,content,60290,4
50000,rlsWithoutGC,11765380,4
50000,rlsWithGC,2042416,4
50000,content,58896,4
50000,rlsWithoutGC,11947764,4
50000,rlsWithGC,2027830,4
50000,content,59524,4
50000,rlsWithoutGC,12397112,4
50000,rlsWithGC,2053974,4
50000,content,59276,4
50000,rlsWithoutGC,12021940,4
50000,rlsWithGC,2064980,4
50000,content,60084,4
50000,rlsWithoutGC,12766098,4
50000,rlsWithGC,2030914,4
50000,content,59396,4
50000,rlsWithoutGC,12059436,4
50000,rlsWithGC,2031406,4
50000,content,59900,4
50000,rlsWithoutGC,14753666,4
50000,rlsWithGC,2065030,4
50000,content,60004,4
50000,rlsWithoutGC,13696862,4
50000,rlsWithGC,2052652,4
50000,content,59684,4
50000,rlsWithoutGC,13155934,4
50000,rlsWithGC,2015504,4
50000,content,60476,4
50000,rlsWithoutGC,11270474,4
50000,rlsWithGC,1984882,4
50000,content,60048,4
50000,rlsWithoutGC,13881026,4
50000,rlsWithGC,2031348,4
50000,content,60024,4
50000,rlsWithoutGC,14402208,4
50000,rlsWithGC,2091058,4
50000,content,59512,4
50000,rlsWithoutGC,12750824,4
50000,rlsWithGC,2049146,4
50000,content,59732,4
50000,rlsWithoutGC,11684896,4
50000,rlsWithGC,2039042,4
50000,content,60068,4
50000,rlsWithoutGC,12809608,4
50000,rlsWithGC,2037198,4
50000,content,59928,4
50000,rlsWithoutGC,13797936,4
50000,rlsWithGC,2059214,4
50000,content,60096,4
50000,rlsWithoutGC,12888930,4
50000,rlsWithGC,2044254,4
50000,content,60408,4
50000,rlsWithoutGC,15441166,4
50000,rlsWithGC,2080668,4
50000,content,61000,4
60000,ls,9458458,1
60000,content,71712,1
60000,ls,9458458,2
60000,content,71712,2
60000,ls,9458458,3
60000,content,71712,3
60000,ls,9458458,4
60000,content,71712,4
