nbOpes,type,size,nbRenamingBots
80000,content,95600,3
80000,ls,14459516,4
80000,content,95600,4
80000,ls,16318000,1
80000,content,96196,1
80000,ls,16318000,2
80000,content,96196,2
80000,ls,16318000,3
80000,content,96196,3
80000,ls,16318000,4
80000,content,96196,4
80000,ls,14485236,1
80000,content,96072,1
80000,ls,14485236,2
80000,content,96072,2
80000,ls,14485236,3
80000,content,96072,3
80000,ls,14485236,4
80000,content,96072,4
80000,rlsWithoutGC,6107226,1
80000,rlsWithGC,2036294,1
80000,content,95856,1
80000,rlsWithoutGC,6462738,1
80000,rlsWithGC,2100602,1
80000,content,95968,1
80000,rlsWithoutGC,5832814,1
80000,rlsWithGC,2039278,1
80000,content,96052,1
80000,rlsWithoutGC,6812562,1
80000,rlsWithGC,2057854,1
80000,content,96000,1
80000,rlsWithoutGC,6149556,1
80000,rlsWithGC,2055484,1
80000,content,96548,1
80000,rlsWithoutGC,6510264,1
80000,rlsWithGC,2064572,1
80000,content,96896,1
80000,rlsWithoutGC,6894284,1
80000,rlsWithGC,2060752,1
80000,content,96064,1
80000,rlsWithoutGC,5770546,1
80000,rlsWithGC,2025706,1
80000,content,96056,1
80000,rlsWithoutGC,6118878,1
80000,rlsWithGC,2029790,1
80000,content,95676,1
80000,rlsWithoutGC,6047620,1
80000,rlsWithGC,2078828,1
80000,content,95684,1
80000,rlsWithoutGC,5752000,1
80000,rlsWithGC,2094316,1
80000,content,96436,1
80000,rlsWithoutGC,6875654,1
80000,rlsWithGC,2068886,1
80000,content,95060,1
80000,rlsWithoutGC,6130262,1
80000,rlsWithGC,2022694,1
80000,content,96332,1
80000,rlsWithoutGC,6429574,1
80000,rlsWithGC,2063066,1
80000,content,96154,1
80000,rlsWithoutGC,6055606,1
80000,rlsWithGC,2045974,1
80000,content,95904,1
80000,rlsWithoutGC,5771652,1
80000,rlsWithGC,2065372,1
80000,content,97040,1
80000,rlsWithoutGC,6464792,1
80000,rlsWithGC,2060984,1
80000,content,95848,1
80000,rlsWithoutGC,5942628,1
80000,rlsWithGC,2067092,1
80000,content,95800,1
80000,rlsWithoutGC,9600896,2
80000,rlsWithGC,2036600,2
80000,content,95688,2
80000,rlsWithoutGC,11149504,2
80000,rlsWithGC,2059592,2
80000,content,95276,2
80000,rlsWithoutGC,10515684,2
80000,rlsWithGC,2050404,2
80000,content,95832,2
80000,rlsWithoutGC,10403136,2
80000,rlsWithGC,2045340,2
80000,content,96408,2
80000,rlsWithoutGC,10755918,2
80000,rlsWithGC,2050286,2
80000,content,95692,2
80000,rlsWithoutGC,9503498,2
80000,rlsWithGC,2015626,2
80000,content,96496,2
80000,rlsWithoutGC,10594380,2
80000,rlsWithGC,2056332,2
80000,content,95748,2
80000,rlsWithoutGC,9658090,2
80000,rlsWithGC,2090518,2
80000,content,95608,2
80000,rlsWithoutGC,10102574,2
80000,rlsWithGC,2075006,2
80000,content,96208,2
80000,rlsWithoutGC,9991832,2
80000,rlsWithGC,2006936,2
80000,content,96228,2
80000,rlsWithoutGC,11057260,2
80000,rlsWithGC,2038008,2
80000,content,96884,2
80000,rlsWithoutGC,9672130,2
80000,rlsWithGC,2037866,2
80000,content,95776,2
80000,rlsWithoutGC,9625462,2
80000,rlsWithGC,2021878,2
80000,content,96220,2
80000,rlsWithoutGC,10740524,2
80000,rlsWithGC,2078596,2
80000,content,95696,2
80000,rlsWithoutGC,9573844,2
80000,rlsWithGC,2043776,2
80000,content,95588,2
80000,rlsWithoutGC,9797540,2
80000,rlsWithGC,2111568,2
80000,content,96568,2
80000,rlsWithoutGC,11449078,2
80000,rlsWithGC,2094314,2
80000,content,96064,2
80000,rlsWithoutGC,9829904,2
80000,rlsWithGC,2047512,2
80000,content,95908,2
80000,rlsWithoutGC,14159976,3
80000,rlsWithGC,2057668,3
80000,content,96048,3
80000,rlsWithoutGC,14582470,3
80000,rlsWithGC,2030254,3
80000,content,95948,3
80000,rlsWithoutGC,14177374,3
80000,rlsWithGC,2044150,3
80000,content,95924,3
80000,rlsWithoutGC,14189070,3
80000,rlsWithGC,2084138,3
80000,content,96196,3
80000,rlsWithoutGC,13701656,3
80000,rlsWithGC,2066624,3
80000,content,96166,3
80000,rlsWithoutGC,13413968,3
80000,rlsWithGC,2076964,3
80000,content,96440,3
80000,rlsWithoutGC,13633670,3
80000,rlsWithGC,2071130,3
80000,content,96120,3
80000,rlsWithoutGC,14993838,3
80000,rlsWithGC,2067502,3
80000,content,96538,3
80000,rlsWithoutGC,15017912,3
80000,rlsWithGC,2002700,3
80000,content,96244,3
80000,rlsWithoutGC,13634044,3
80000,rlsWithGC,2082872,3
80000,content,96384,3
80000,rlsWithoutGC,13687654,3
80000,rlsWithGC,2030318,3
80000,content,96688,3
80000,rlsWithoutGC,15324550,3
80000,rlsWithGC,2087802,3
80000,content,95836,3
80000,rlsWithoutGC,13852686,3
80000,rlsWithGC,2034054,3
80000,content,96832,3
80000,rlsWithoutGC,13863398,3
80000,rlsWithGC,2057362,3
80000,content,96248,3
80000,rlsWithoutGC,13645602,3
80000,rlsWithGC,2017742,3
80000,content,96540,3
80000,rlsWithoutGC,14438750,3
80000,rlsWithGC,2060258,3
80000,content,96252,3
80000,rlsWithoutGC,15372598,3
80000,rlsWithGC,2079174,3
80000,content,95816,3
80000,rlsWithoutGC,14727094,3
80000,rlsWithGC,2046306,3
80000,content,95364,3
80000,rlsWithoutGC,17709982,4
80000,rlsWithGC,2062838,4
80000,content,96128,4
80000,rlsWithoutGC,21964096,4
80000,rlsWithGC,2088452,4
80000,content,95948,4
80000,rlsWithoutGC,19896356,4
80000,rlsWithGC,2067744,4
80000,content,96310,4
80000,rlsWithoutGC,17259916,4
80000,rlsWithGC,2052228,4
80000,content,94712,4
80000,rlsWithoutGC,17403644,4
80000,rlsWithGC,2024640,4
80000,content,95540,4
80000,rlsWithoutGC,17827966,4
80000,rlsWithGC,2059082,4
80000,content,94912,4
80000,rlsWithoutGC,17460282,4
80000,rlsWithGC,1992522,4
80000,content,96668,4
80000,rlsWithoutGC,18294516,4
80000,rlsWithGC,2017396,4
80000,content,95648,4
80000,rlsWithoutGC,17557462,4
80000,rlsWithGC,2113770,4
80000,content,95800,4
80000,rlsWithoutGC,20282510,4
80000,rlsWithGC,2096598,4
80000,content,95688,4
80000,rlsWithoutGC,19143828,4
80000,rlsWithGC,2087456,4
80000,content,96012,4
80000,rlsWithoutGC,18698424,4
80000,rlsWithGC,2106396,4
80000,content,96624,4
80000,rlsWithoutGC,16781290,4
80000,rlsWithGC,2009718,4
80000,content,95936,4
80000,rlsWithoutGC,19283486,4
80000,rlsWithGC,2066802,4
80000,content,96128,4
80000,rlsWithoutGC,19949816,4
80000,rlsWithGC,2058412,4
80000,content,95236,4
80000,rlsWithoutGC,18212278,4
80000,rlsWithGC,2039146,4
80000,content,95816,4
80000,rlsWithoutGC,17094898,4
80000,rlsWithGC,2053950,4
80000,content,95844,4
80000,rlsWithoutGC,18252122,4
80000,rlsWithGC,2071606,4
80000,content,96244,4
80000,rlsWithoutGC,19226836,4
80000,rlsWithGC,2025392,4
80000,content,95984,4
80000,rlsWithoutGC,18357032,4
80000,rlsWithGC,2104440,4
80000,content,96288,4
80000,rlsWithoutGC,20956108,4
80000,rlsWithGC,2049576,4
80000,content,96936,4
90000,ls,14739926,1
90000,content,107556,1
90000,ls,14739926,2
90000,content,107556,2
90000,ls,14739926,3
90000,content,107556,3
90000,ls,14739926,4
90000,content,107556,4
90000,ls,17240412,1
90000,content,107652,1
90000,ls,17240412,2
90000,content,107652,2
90000,ls,17240412,3
90000,content,107652,3
90000,ls,17240412,4
90000,content,107652,4
90000,ls,17549252,1
90000,content,107972,1
90000,ls,17549252,2
90000,content,107972,2
90000,ls,17549252,3
90000,content,107972,3
90000,ls,17549252,4
90000,content,107972,4
90000,ls,16955606,1
90000,content,107656,1
90000,ls,16955606,2
90000,content,107656,2
90000,ls,16955606,3
90000,content,107656,3
90000,ls,16955606,4
90000,content,107656,4
90000,ls,17153838,1
90000,content,107304,1
90000,ls,17153838,2
90000,content,107304,2
90000,ls,17153838,3
90000,content,107304,3
90000,ls,17153838,4
90000,content,107304,4
90000,ls,16205992,1
90000,content,108080,1
90000,ls,16205992,2
90000,content,108080,2
90000,ls,16205992,3
90000,content,108080,3
90000,ls,16205992,4
90000,content,108080,4
90000,ls,15018456,1
90000,content,107564,1
90000,ls,15018456,2
90000,content,107564,2
90000,ls,15018456,3
90000,content,107564,3
90000,ls,15018456,4
90000,content,107564,4
90000,ls,14209240,1
90000,content,107880,1
90000,ls,14209240,2
90000,content,107880,2
90000,ls,14209240,3
90000,content,107880,3
90000,ls,14209240,4
90000,content,107880,4
90000,ls,16610100,1
90000,content,108252,1
90000,ls,16610100,2
90000,content,108252,2
90000,ls,16610100,3
90000,content,108252,3
90000,ls,16610100,4
90000,content,108252,4
90000,ls,16875796,1
90000,content,106884,1
90000,ls,16875796,2
90000,content,106884,2
90000,ls,16875796,3
90000,content,106884,3
90000,ls,16875796,4
90000,content,106884,4
90000,ls,16505038,1
90000,content,107236,1
90000,ls,16505038,2
90000,content,107236,2
90000,ls,16505038,3
90000,content,107236,3
90000,ls,16505038,4
90000,content,107236,4
90000,ls,15933982,1
90000,content,107788,1
90000,ls,15933982,2
90000,content,107788,2
90000,ls,15933982,3
90000,content,107788,3
90000,ls,15933982,4
90000,content,107788,4
90000,ls,18448128,1
90000,content,106756,1
90000,ls,18448128,2
90000,content,106756,2
90000,ls,18448128,3
90000,content,106756,3
90000,ls,18448128,4
90000,content,106756,4
90000,ls,16870854,1
90000,content,108396,1
90000,ls,16870854,2
90000,content,108396,2
90000,ls,16870854,3
90000,content,108396,3
90000,ls,16870854,4
90000,content,108396,4
90000,ls,16119946,1
90000,content,108456,1
90000,ls,16119946,2
90000,content,108456,2
90000,ls,16119946,3
90000,content,108456,3
90000,ls,16119946,4
90000,content,108456,4
90000,ls,16507804,1
90000,content,107532,1
90000,ls,16507804,2
90000,content,107532,2
90000,ls,16507804,3
90000,content,107532,3
90000,ls,16507804,4
90000,content,107532,4
90000,ls,18576904,1
90000,content,107972,1
90000,ls,18576904,2
90000,content,107972,2
90000,ls,18576904,3
90000,content,107972,3
90000,ls,18576904,4
90000,content,107972,4
90000,ls,16530374,1
90000,content,108204,1
90000,ls,16530374,2
90000,content,108204,2
90000,ls,16530374,3
90000,content,108204,3
90000,ls,16530374,4
90000,content,108204,4
90000,rlsWithoutGC,7154518,1
90000,rlsWithGC,3083586,1
90000,content,107608,1
91000,rlsWithoutGC,5491442,1
91000,rlsWithGC,108962,1
90000,rlsWithoutGC,7465292,1
90000,rlsWithGC,3103156,1
90000,content,107996,1
91000,rlsWithoutGC,5789430,1
91000,rlsWithGC,109356,1
90000,rlsWithoutGC,6831326,1
90000,rlsWithGC,3037790,1
90000,content,107928,1
91000,rlsWithoutGC,5185462,1
91000,rlsWithGC,109288,1
90000,rlsWithoutGC,7812358,1
90000,rlsWithGC,3057650,1
90000,content,108040,1
91000,rlsWithoutGC,6162932,1
91000,rlsWithGC,109386,1
90000,rlsWithoutGC,7157990,1
90000,rlsWithGC,3063918,1
90000,content,108304,1
91000,rlsWithoutGC,5506246,1
91000,rlsWithGC,109658,1
90000,rlsWithoutGC,7555120,1
90000,rlsWithGC,3109428,1
90000,content,109080,1
91000,rlsWithoutGC,5884128,1
91000,rlsWithGC,110426,1
90000,rlsWithoutGC,7917768,1
90000,rlsWithGC,3084236,1
90000,content,108192,1
91000,rlsWithoutGC,6253358,1
91000,rlsWithGC,109546,1
90000,rlsWithoutGC,6783836,1
90000,rlsWithGC,3038996,1
90000,content,108236,1
91000,rlsWithoutGC,5132916,1
91000,rlsWithGC,109598,1
90000,rlsWithoutGC,7129018,1
90000,rlsWithGC,3039930,1
90000,content,107536,1
91000,rlsWithoutGC,5491670,1
91000,rlsWithGC,108890,1
90000,rlsWithoutGC,7040914,1
90000,rlsWithGC,3072122,1
90000,content,107876,1
91000,rlsWithoutGC,5384904,1
91000,rlsWithGC,109222,1
90000,rlsWithoutGC,6749494,1
90000,rlsWithGC,3091810,1
90000,content,108260,1
91000,rlsWithoutGC,5079846,1
91000,rlsWithGC,109614,1
90000,rlsWithoutGC,7845482,1
90000,rlsWithGC,3038714,1
90000,content,107068,1
91000,rlsWithoutGC,6203674,1
91000,rlsWithGC,108422,1
90000,rlsWithoutGC,7130052,1
90000,rlsWithGC,3022484,1
90000,content,108468,1
91000,rlsWithoutGC,5499750,1
91000,rlsWithGC,109828,1
90000,rlsWithoutGC,7469478,1
90000,rlsWithGC,3102970,1
90000,content,108274,1
91000,rlsWithoutGC,5796236,1
91000,rlsWithGC,109634,1
90000,rlsWithoutGC,7067060,1
90000,rlsWithGC,3057428,1
90000,content,107964,1
91000,rlsWithoutGC,5421566,1
91000,rlsWithGC,109318,1
90000,rlsWithoutGC,6818114,1
90000,rlsWithGC,3111834,1
90000,content,108824,1
91000,rlsWithoutGC,5132628,1
91000,rlsWithGC,110186,1
90000,rlsWithoutGC,7462194,1
90000,rlsWithGC,3058386,1
90000,content,107692,1
91000,rlsWithoutGC,5812306,1
91000,rlsWithGC,109046,1
90000,rlsWithoutGC,6979572,1
90000,rlsWithGC,3104036,1
90000,content,107624,1
91000,rlsWithoutGC,5292292,1
91000,rlsWithGC,108986,1
90000,rlsWithoutGC,10623966,2
90000,rlsWithGC,3059670,2
90000,content,107560,2
91000,rlsWithoutGC,10273590,2
91000,rlsWithGC,109430,2
90000,rlsWithoutGC,12142184,2
90000,rlsWithGC,3052272,2
90000,content,107580,2
91000,rlsWithoutGC,11784898,2
91000,rlsWithGC,109456,2
90000,rlsWithoutGC,11544536,2
90000,rlsWithGC,3079256,2
90000,content,107548,2
91000,rlsWithoutGC,11193362,2
91000,rlsWithGC,109418,2
90000,rlsWithoutGC,11411936,2
90000,rlsWithGC,3054140,2
90000,content,108620,2
91000,rlsWithoutGC,11072828,2
91000,rlsWithGC,110494,2
90000,rlsWithoutGC,11778538,2
90000,rlsWithGC,3072906,2
90000,content,107684,2
91000,rlsWithoutGC,11456204,2
91000,rlsWithGC,109548,2
90000,rlsWithoutGC,10512500,2
90000,rlsWithGC,3024628,2
90000,content,108540,2
91000,rlsWithoutGC,10184022,2
91000,rlsWithGC,110406,2
90000,rlsWithoutGC,11585738,2
90000,rlsWithGC,3047690,2
90000,content,107952,2
91000,rlsWithoutGC,11238812,2
91000,rlsWithGC,109826,2
90000,rlsWithoutGC,10653642,2
90000,rlsWithGC,3086070,2
90000,content,107528,2
91000,rlsWithoutGC,10291258,2
91000,rlsWithGC,109404,2
90000,rlsWithoutGC,11097690,2
90000,rlsWithGC,3070122,2
90000,content,108028,2
91000,rlsWithoutGC,10757782,2
91000,rlsWithGC,109882,2
90000,rlsWithoutGC,11009486,2
90000,rlsWithGC,3024590,2
90000,content,108348,2
91000,rlsWithoutGC,10676862,2
91000,rlsWithGC,110202,2
90000,rlsWithoutGC,12033780,2
90000,rlsWithGC,3014528,2
90000,content,108944,2
91000,rlsWithoutGC,11689170,2
91000,rlsWithGC,110820,2
90000,rlsWithoutGC,10686644,2
90000,rlsWithGC,3052380,2
90000,content,108008,2
91000,rlsWithoutGC,10338990,2
91000,rlsWithGC,109878,2
90000,rlsWithoutGC,10635774,2
90000,rlsWithGC,3032190,2
90000,content,108444,2
91000,rlsWithoutGC,10299176,2
91000,rlsWithGC,110300,2
90000,rlsWithoutGC,11779206,2
90000,rlsWithGC,3117278,2
90000,content,107868,2
91000,rlsWithoutGC,11420986,2
91000,rlsWithGC,109738,2
90000,rlsWithoutGC,10577642,2
90000,rlsWithGC,3047574,2
90000,content,107744,2
91000,rlsWithoutGC,10233734,2
91000,rlsWithGC,109604,2
90000,rlsWithoutGC,10808238,2
90000,rlsWithGC,3122266,2
90000,content,108744,2
91000,rlsWithoutGC,10463536,2
91000,rlsWithGC,110606,2
90000,rlsWithoutGC,12440878,2
90000,rlsWithGC,3086114,2
90000,content,108128,2
91000,rlsWithoutGC,12082330,2
91000,rlsWithGC,110004,2
90000,rlsWithoutGC,10859922,2
90000,rlsWithGC,3077530,2
90000,content,108196,2
91000,rlsWithoutGC,10497986,2
91000,rlsWithGC,110066,2
90000,rlsWithoutGC,15207390,3
90000,rlsWithGC,3105082,3
90000,content,107772,3
91000,rlsWithoutGC,16205236,3
91000,rlsWithGC,110146,3
90000,rlsWithoutGC,15587578,3
90000,rlsWithGC,3035362,3
90000,content,107912,3
91000,rlsWithoutGC,16540372,3
91000,rlsWithGC,110296,3
90000,rlsWithoutGC,15172436,3
90000,rlsWithGC,3039212,3
90000,content,108068,3
91000,rlsWithoutGC,16119028,3
91000,rlsWithGC,110434,3
90000,rlsWithoutGC,15204598,3
90000,rlsWithGC,3099666,3
90000,content,107976,3
91000,rlsWithoutGC,16170022,3
91000,rlsWithGC,110368,3
90000,rlsWithoutGC,14718876,3
90000,rlsWithGC,3083844,3
90000,content,108090,3
91000,rlsWithoutGC,15679646,3
91000,rlsWithGC,110474,3
90000,rlsWithoutGC,14387796,3
90000,rlsWithGC,3050792,3
90000,content,108472,3
91000,rlsWithoutGC,15328262,3
91000,rlsWithGC,110864,3
90000,rlsWithoutGC,14654622,3
90000,rlsWithGC,3092082,3
90000,content,108084,3
91000,rlsWithoutGC,15618922,3
91000,rlsWithGC,110470,3
90000,rlsWithoutGC,16008298,3
90000,rlsWithGC,3081962,3
90000,content,108574,3
91000,rlsWithoutGC,16995572,3
91000,rlsWithGC,110944,3
90000,rlsWithoutGC,16023940,3
90000,rlsWithGC,3008728,3
90000,content,108372,3
91000,rlsWithoutGC,16947622,3
91000,rlsWithGC,110758,3
90000,rlsWithoutGC,14651976,3
90000,rlsWithGC,3100804,3
90000,content,108464,3
91000,rlsWithoutGC,15627594,3
91000,rlsWithGC,110844,3
90000,rlsWithoutGC,14672048,3
90000,rlsWithGC,3014712,3
90000,content,108916,3
91000,rlsWithoutGC,15641624,3
91000,rlsWithGC,111290,3
90000,rlsWithoutGC,16339198,3
90000,rlsWithGC,3102450,3
90000,content,107616,3
91000,rlsWithoutGC,17315504,3
91000,rlsWithGC,110006,3
90000,rlsWithoutGC,14836146,3
90000,rlsWithGC,3017514,3
90000,content,108560,3
91000,rlsWithoutGC,15778396,3
91000,rlsWithGC,110944,3
90000,rlsWithoutGC,14906020,3
90000,rlsWithGC,3099984,3
90000,content,108164,3
91000,rlsWithoutGC,15880098,3
91000,rlsWithGC,110556,3
90000,rlsWithoutGC,14664766,3
90000,rlsWithGC,3036906,3
90000,content,108728,3
91000,rlsWithoutGC,15626834,3
91000,rlsWithGC,111098,3
90000,rlsWithoutGC,15420096,3
90000,rlsWithGC,3041604,3
90000,content,108072,3
91000,rlsWithoutGC,16356934,3
91000,rlsWithGC,110458,3
90000,rlsWithoutGC,16354944,3
90000,rlsWithGC,3061520,3
90000,content,107772,3
91000,rlsWithoutGC,17318576,3
91000,rlsWithGC,110144,3
90000,rlsWithoutGC,15744446,3
90000,rlsWithGC,3063658,3
90000,content,107592,3
91000,rlsWithoutGC,16709982,3
91000,rlsWithGC,109980,3
90000,rlsWithoutGC,18727622,4
90000,rlsWithGC,3080478,4
90000,content,107864,4
91000,rlsWithoutGC,21021346,4
91000,rlsWithGC,110762,4
90000,rlsWithoutGC,22981198,4
90000,rlsWithGC,3105554,4
90000,content,108048,4
91000,rlsWithoutGC,25279224,4
91000,rlsWithGC,110942,4
90000,rlsWithoutGC,20889952,4
90000,rlsWithGC,3061340,4
90000,content,108242,4
91000,rlsWithoutGC,23126148,4
91000,rlsWithGC,111150,4
90000,rlsWithoutGC,18262578,4
90000,rlsWithGC,3054890,4
90000,content,106580,4
91000,rlsWithoutGC,20499842,4
91000,rlsWithGC,109494,4
90000,rlsWithoutGC,18460576,4
90000,rlsWithGC,3081572,4
90000,content,107532,4
91000,rlsWithoutGC,20787952,4
91000,rlsWithGC,112598,4
90000,rlsWithoutGC,18836078,4
90000,rlsWithGC,3067194,4
90000,content,106672,4
91000,rlsWithoutGC,21072050,4
91000,rlsWithGC,109580,4
90000,rlsWithoutGC,18504632,4
90000,rlsWithGC,3036872,4
90000,content,108364,4
91000,rlsWithoutGC,20725570,4
91000,rlsWithGC,111266,4
90000,rlsWithoutGC,19311246,4
90000,rlsWithGC,3034126,4
90000,content,107752,4
91000,rlsWithoutGC,21567434,4
91000,rlsWithGC,110650,4
90000,rlsWithoutGC,18570126,4
90000,rlsWithGC,3126434,4
90000,content,107840,4
91000,rlsWithoutGC,20885928,4
91000,rlsWithGC,110734,4
90000,rlsWithoutGC,21273986,4
90000,rlsWithGC,3088074,4
90000,content,107956,4
91000,rlsWithoutGC,23551408,4
91000,rlsWithGC,110844,4
90000,rlsWithoutGC,20123558,4
90000,rlsWithGC,3067186,4
90000,content,108168,4
91000,rlsWithoutGC,22377688,4
91000,rlsWithGC,111074,4
90000,rlsWithoutGC,19722232,4
90000,rlsWithGC,3130204,4
90000,content,108664,4
91000,rlsWithoutGC,22039360,4
91000,rlsWithGC,111558,4
90000,rlsWithoutGC,17783168,4
90000,rlsWithGC,3011596,4
90000,content,107844,4
91000,rlsWithoutGC,20032184,4
91000,rlsWithGC,110728,4
90000,rlsWithoutGC,20291002,4
90000,rlsWithGC,3074318,4
90000,content,108116,4
91000,rlsWithoutGC,22583626,4
91000,rlsWithGC,111008,4
90000,rlsWithoutGC,20964758,4
90000,rlsWithGC,3073354,4
90000,content,107328,4
91000,rlsWithoutGC,23253208,4
91000,rlsWithGC,110222,4
90000,rlsWithoutGC,19245686,4
90000,rlsWithGC,3072554,4
90000,content,108068,4
91000,rlsWithoutGC,21530874,4
91000,rlsWithGC,110960,4
90000,rlsWithoutGC,18109462,4
90000,rlsWithGC,3068514,4
90000,content,108076,4
91000,rlsWithoutGC,20400220,4
91000,rlsWithGC,110970,4
90000,rlsWithoutGC,19315282,4
90000,rlsWithGC,3134766,4
90000,content,108380,4
91000,rlsWithoutGC,21641340,4
91000,rlsWithGC,111262,4
90000,rlsWithoutGC,20242986,4
90000,rlsWithGC,3041542,4
90000,content,107912,4
91000,rlsWithoutGC,22489800,4
91000,rlsWithGC,110818,4
90000,rlsWithoutGC,19389660,4
90000,rlsWithGC,3137068,4
90000,content,108288,4
91000,rlsWithoutGC,21708684,4
91000,rlsWithGC,111200,4
90000,rlsWithoutGC,21957222,4
90000,rlsWithGC,3050690,4
90000,content,109112,4
91000,rlsWithoutGC,24196730,4
91000,rlsWithGC,112020,4
100000,ls,16603902,1
100000,content,119648,1
100000,ls,16603902,2
100000,content,119648,2
100000,ls,16603902,3
100000,content,119648,3
100000,ls,16603902,4
100000,content,119648,4
100000,ls,19267588,1
100000,content,119808,1
100000,ls,19267588,2
100000,content,119808,2
100000,ls,19267588,3
100000,content,119808,3
100000,ls,19267588,4
100000,content,119808,4
100000,ls,19736890,1
100000,content,119996,1
100000,ls,19736890,2
100000,content,119996,2
100000,ls,19736890,3
100000,content,119996,3
100000,ls,19736890,4
100000,content,119996,4
100000,ls,19122916,1
100000,content,119888,1
100000,ls,19122916,2
100000,content,119888,2
100000,ls,19122916,3
100000,content,119888,3
100000,ls,19122916,4
100000,content,119888,4
100000,ls,19194502,1
100000,content,119360,1
100000,ls,19194502,2
100000,content,119360,2
100000,ls,19194502,3
100000,content,119360,3
100000,ls,19194502,4
100000,content,119360,4
100000,ls,18135692,1
100000,content,119972,1
100000,ls,18135692,2
100000,content,119972,2
100000,ls,18135692,3
100000,content,119972,3
100000,ls,18135692,4
100000,content,119972,4
100000,ls,16892594,1
100000,content,119604,1
100000,ls,16892594,2
100000,content,119604,2
100000,ls,16892594,3
100000,content,119604,3
100000,ls,16892594,4
100000,content,119604,4
100000,ls,16009946,1
100000,content,119844,1
100000,ls,16009946,2
100000,content,119844,2
100000,ls,16009946,3
100000,content,119844,3
100000,ls,16009946,4
100000,content,119844,4
100000,ls,18526690,1
100000,content,119972,1
100000,ls,18526690,2
100000,content,119972,2
100000,ls,18526690,3
100000,content,119972,3
100000,ls,18526690,4
100000,content,119972,4
100000,ls,18905414,1
100000,content,118704,1
100000,ls,18905414,2
100000,content,118704,2
100000,ls,18905414,3
100000,content,118704,3
100000,ls,18905414,4
100000,content,118704,4
100000,ls,18536040,1
100000,content,119156,1
100000,ls,18536040,2
100000,content,119156,2
100000,ls,18536040,3
100000,content,119156,3
100000,ls,18536040,4
100000,content,119156,4
100000,ls,17843988,1
100000,content,119932,1
100000,ls,17843988,2
100000,content,119932,2
100000,ls,17843988,3
100000,content,119932,3
100000,ls,17843988,4
100000,content,119932,4
100000,ls,20618778,1
100000,content,118796,1
100000,ls,20618778,2
100000,content,118796,2
100000,ls,20618778,3
100000,content,118796,3
100000,ls,20618778,4
100000,content,118796,4
100000,ls,18929500,1
100000,content,120016,1
100000,ls,18929500,2
100000,content,120016,2
100000,ls,18929500,3
100000,content,120016,3
100000,ls,18929500,4
100000,content,120016,4
100000,ls,17996078,1
100000,content,119968,1
100000,ls,17996078,2
100000,content,119968,2
100000,ls,17996078,3
100000,content,119968,3
100000,ls,17996078,4
100000,content,119968,4
100000,ls,18508848,1
100000,content,119548,1
100000,ls,18508848,2
100000,content,119548,2
100000,ls,18508848,3
100000,content,119548,3
100000,ls,18508848,4
100000,content,119548,4
100000,ls,20945510,1
100000,content,119964,1
100000,ls,20945510,2
100000,content,119964,2
100000,ls,20945510,3
100000,content,119964,3
100000,ls,20945510,4
100000,content,119964,4
100000,ls,18528246,1
100000,content,119940,1
100000,ls,18528246,2
100000,content,119940,2
100000,ls,18528246,3
100000,content,119940,3
100000,ls,18528246,4
100000,content,119940,4
100000,rlsWithoutGC,6481136,1
100000,rlsWithGC,1098656,1
100000,content,119574,1
100000,rlsWithoutGC,6762282,1
100000,rlsWithGC,1082208,1
100000,content,119982,1
100000,rlsWithoutGC,6169660,1
100000,rlsWithGC,1093486,1
100000,content,119466,1
100000,rlsWithoutGC,7158288,1
100000,rlsWithGC,1104742,1
100000,content,120030,1
100000,rlsWithoutGC,6439840,1
100000,rlsWithGC,1043252,1
100000,content,119990,1
100000,rlsWithoutGC,6835498,1
100000,rlsWithGC,1061796,1
100000,content,119958,1
100000,rlsWithoutGC,7223720,1
100000,rlsWithGC,1079908,1
100000,content,119970,1
100000,rlsWithoutGC,6086110,1
100000,rlsWithGC,1062792,1
100000,content,120026,1
100000,rlsWithoutGC,6467508,1
100000,rlsWithGC,1084728,1
100000,content,119514,1
100000,rlsWithoutGC,6372258,1
100000,rlsWithGC,1096576,1
100000,content,119698,1
100000,rlsWithoutGC,6063708,1
100000,rlsWithGC,1093476,1
100000,content,120034,1
100000,rlsWithoutGC,7188894,1
100000,rlsWithGC,1093642,1
100000,content,119134,1
100000,rlsWithoutGC,6448904,1
100000,rlsWithGC,1058982,1
100000,content,120002,1
100000,rlsWithoutGC,6733798,1
100000,rlsWithGC,1047196,1
100000,content,119932,1
100000,rlsWithoutGC,6405188,1
100000,rlsWithGC,1092940,1
100000,content,119866,1
100000,rlsWithoutGC,6100560,1
100000,rlsWithGC,1078118,1
100000,content,119982,1
100000,rlsWithoutGC,6801428,1
100000,rlsWithGC,1098168,1
100000,content,119670,1
100000,rlsWithoutGC,6282320,1
100000,rlsWithGC,1099014,1
100000,content,119386,1
100000,rlsWithoutGC,11246828,2
100000,rlsWithGC,1082668,2
100000,content,119532,2
100000,rlsWithoutGC,12767644,2
100000,rlsWithGC,1092202,2
100000,content,119832,2
100000,rlsWithoutGC,12172250,2
100000,rlsWithGC,1088306,2
100000,content,119576,2
100000,rlsWithoutGC,12011476,2
100000,rlsWithGC,1049142,2
100000,content,119972,2
100000,rlsWithoutGC,12444354,2
100000,rlsWithGC,1097698,2
100000,content,119744,2
100000,rlsWithoutGC,11141984,2
